id,split,language,source,text,expression,matched_expression,span_start,span_end,token_span_start,token_span_end,num_tokens,label,label_2,iob2_tags,char_mask
3752,train,he,inhouse,הוא חזר למסלול ההליכה במשחק המחשב לאחר הפסקה קצרה.,חזר למסלול,חזר למסלול,4,14,1,3,9,מילולי,0,O B-IDIOM I-IDIOM O O O O O O,00001111111111000000000000000000000000000000000000
3753,train,he,inhouse,"אחרי שהם טעו בניווט במהלך מרתון עירוני, הם חזרו למסלול ואף הצליחו להגיע בין המקומות הראשונים.",חזר למסלול,חזרו למסלול,43,54,8,10,16,מילולי,0,O O O O O O O O B-IDIOM I-IDIOM O O O O O O,000000000000000000000000000000000000000000011111111111000000000000000000000000000000000000000
3754,train,he,inhouse,היא חזרה למסלול ההמראה אחרי שפינתה אותו בגלל תקלה שלא איפשרה לה להמריא בזמן.,חזר למסלול,חזרה למסלול,4,15,1,3,14,מילולי,0,O B-IDIOM I-IDIOM O O O O O O O O O O O,0000111111111110000000000000000000000000000000000000000000000000000000000000
3755,train,he,inhouse,הכדורגלן חזר למסלול האימונים אחרי פגרה ארוכה.,חזר למסלול,חזר למסלול,9,19,1,3,7,מילולי,0,O B-IDIOM I-IDIOM O O O O,000000000111111111100000000000000000000000000
3756,train,he,inhouse,אחרי הפסקת האוכל החניכים חזרו למסלול המסע בצופים.,חזר למסלול,חזרו למסלול,25,36,4,6,8,מילולי,0,O O O O B-IDIOM I-IDIOM O O,0000000000000000000000000111111111110000000000000
3757,train,he,inhouse,היא חזרה למסלול הנסיעה השגרתי שלה לעבודה בבית החולים אחרי סיבוב קצר שעשתה בשביל לקנות מתנה לנכדתה.,חזר למסלול,חזרה למסלול,4,15,1,3,17,מילולי,0,O B-IDIOM I-IDIOM O O O O O O O O O O O O O O,00001111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000
3758,test,he,inhouse,היא חזרה למסלול הטיול היומי אחרי שסטתה לנחל סמוך.,חזר למסלול,חזרה למסלול,4,15,1,3,9,מילולי,0,O B-IDIOM I-IDIOM O O O O O O,0000111111111110000000000000000000000000000000000
3759,train,he,inhouse,"אם לא תחזור למסלול עכשיו, אמר לה המאמן, את עלולה לאבד את הביטחון שלך, כי כל יום מחוץ למסלול הריצה הוא צעד אחורה מהמטרה.",חזר למסלול,תחזור למסלול,6,18,2,4,24,מילולי,0,O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,00000011111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3760,train,he,inhouse,"אם המנכ""ל לא היה לוקח צעד אחורה ברגע הנכון, המשבר היה מתגלגל למלחמת אגו בין מחלקות – לפעמים ויתור קטן בזמן הנכון מציל ארגון שלם מקריסה.",לקח צעד אחורה,לוקח צעד אחורה,17,31,4,7,26,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3761,train,he,inhouse,"חברתי הטובה הרגישה שהיא צריכה מרחב אישי, אז קבילה החלטה ולקחה צעד אחורה בזוגיות שלה.",לקח צעד אחורה,ולקחה צעד אחורה,56,71,10,13,15,פיגורטיבי,1,O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O,000000000000000000000000000000000000000000000000000000001111111111111110000000000000
3762,train,he,inhouse,"המאמן דרש מהשחקנים לקחת צעד אחורה אחרי ההפסד המשפיל, לא כדי לוותר אלא כדי לחשוב לעומק מה השתבש ולהבין איך חוזרים חזק יותר.",לקח צעד אחורה,לקחת צעד אחורה,19,33,3,6,23,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,00000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3763,train,he,inhouse,החבר לקח צעד אחורה מהעסקה כי חשש מהסיכונים,לקח צעד אחורה,לקח צעד אחורה,5,18,1,4,8,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O,000001111111111111000000000000000000000000
3764,train,he,inhouse,למה הוא לקח צעד אחורה מהתחרות ולא נלחם עד הסוף?,לקח צעד אחורה,לקח צעד אחורה,8,21,2,5,10,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O O,00000000111111111111100000000000000000000000000
3765,train,he,inhouse,היא לקחה צעד אחורה מהמערכת הפוליטית הרועשת ואמרה לתקשורת שאולי הגיע הזמן לתת מקום לדור צעיר יותר – לא כל פרישה היא חולשה.,לקח צעד אחורה,לקחה צעד אחורה,4,18,1,4,23,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,0000111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3766,train,he,inhouse,"הסטודנטית הרגישה מוצפת, אז לקחה צעד אחורה מהקורס הקשה והלימודים אליו.",לקח צעד אחורה,לקחה צעד אחורה,27,41,4,7,11,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O,000000000000000000000000000111111111111110000000000000000000000000000
3767,test,he,inhouse,"זה לא בהכרח נסיגה כשאתה לוקח צעד אחורה ברפואה, לפעמים זו הדרך היחידה להבין שהטיפול הנכון הוא דווקא זה שלא ניסית עד עכשיו.",לקח צעד אחורה,לוקח צעד אחורה,24,38,5,8,23,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,0000000000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000
3768,train,he,inhouse,"כדי להעריך את המצב מחדש במהלך קרב ארוך ומייגע, החייל לקח צעד אחורה מהמשימה והחל בחשיבה תוך כדי הירי.",לקח צעד אחורה,לקח צעד אחורה,53,66,10,13,19,פיגורטיבי,1,O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,0000000000000000000000000000000000000000000000000000011111111111110000000000000000000000000000000000
3769,train,he,inhouse,"הם לקחו צעד אחורה מתהליך המיזוג העסקי לאחר שהתברר שהנתונים שהוצגו למשקיעים היו מנופחים, והבינו שבמקום רווח מהיר הם עלולים להפסיד הכול.",לקח צעד אחורה,לקחו צעד אחורה,3,17,1,4,22,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,00011111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3770,validation,he,inhouse,חברה שלי לקחה צעד אחורה מהשיחה כי זה כאב לה,לקח צעד אחורה,לקחה צעד אחורה,9,23,2,5,10,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O O,0000000001111111111111100000000000000000000
3771,train,he,inhouse,"אם לא תיקח צעד אחורה עכשיו ותראה את התמונה הרחבה, אתה עלול להמשיך להתעקש על כיוון שכבר מזמן הפסיק לשרת את המטרה שלך.",לקח צעד אחורה,תיקח צעד אחורה,6,20,2,5,23,פיגורטיבי,1,O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,00000011111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3772,train,he,inhouse,"אחרי שהפסיד בהשקעות רבות, הוא לקח צעד אחורה מההתעסקות בכל עולם ההשקעות בצורה יום יומית.",לקח צעד אחורה,לקח צעד אחורה,30,43,5,8,15,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,000000000000000000000000000000111111111111100000000000000000000000000000000000000000000
3773,train,he,inhouse,המנהלת לקחה צעד אחורה כי הבינה שהעובדים מתוסכלים,לקח צעד אחורה,לקחה צעד אחורה,7,21,1,4,8,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O,000000011111111111111000000000000000000000000000
3774,test,he,inhouse,"כשהתוצאות הראשוניות העלו חשד לתופעות לוואי קשות, הם לקחו צעד אחורה מהניסוי הקליני וההחלטה הזאת הצילה את המוניטין שלהם וגם כמה חיים.",לקח צעד אחורה,לקחו צעד אחורה,52,66,8,11,22,פיגורטיבי,1,O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,00000000000000000000000000000000000000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000
3775,train,he,inhouse,"הרעיון הזה לא היה בשל, אז לקחנו צעד אחורה ממנו והתחלנו לחשוב על תכנית פעולה אחרת.",לקח צעד אחורה,לקחנו צעד אחורה,26,41,6,9,16,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,000000000000000000000000001111111111111110000000000000000000000000000000000000000
3776,train,he,inhouse,היא לקחה צעד אחורה מהמרוץ הפוליטי כדי לשמור על המשפחה,לקח צעד אחורה,לקחה צעד אחורה,4,18,1,4,10,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O O,00001111111111111100000000000000000000000000000000000
3777,train,he,inhouse,"הפוליטיקאי לקח צעד אחורה רק אחרי לחץ ציבורי עצום, אבל השאלה האמיתית היא אם זה נבע מאחריות אמיתית או מחשבון קר של תדמית.",לקח צעד אחורה,לקח צעד אחורה,11,24,1,4,23,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,00000000000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3778,validation,he,inhouse,אתמול חבר שלי לקח צעד אחורה מהוויכוח כדי להירגע,לקח צעד אחורה,לקח צעד אחורה,14,27,3,6,9,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O,00000000000000111111111111100000000000000000000
3779,train,he,inhouse,"אחרי שראתה תלמיד שנשבר, והבינה שהקשבה לפעמים בונה יותר מכל ענישה, המורה לקחה צעד אחורה מהגישה הקשוחה שלה.",לקח צעד אחורה,לקחה צעד אחורה,72,86,12,15,18,פיגורטיבי,1,O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O,000000000000000000000000000000000000000000000000000000000000000000000000111111111111110000000000000000000
3780,validation,he,inhouse,איך זה מרגיש לקחת צעד אחורה אחרי הצלחה גדולה?,לקח צעד אחורה,לקחת צעד אחורה,13,27,3,6,9,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O,000000000000011111111111111000000000000000000
3781,train,he,inhouse,"לפעמים זו חוכמה לקחת צעד אחורה, ולא בהכרח מראה חולשה או הירתעות.",לקח צעד אחורה,לקחת צעד אחורה,16,30,3,6,12,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,0000000000000000111111111111110000000000000000000000000000000000
3782,validation,he,inhouse,"משהו הריח להם לא טוב ולכן הם לקחו צעד אחורה מהעסקה הגדולה, ואמרו שעדיף להפסיד עסקה אחת מאשר אמון שלם של הציבור.",לקח צעד אחורה,לקחו צעד אחורה,29,43,7,10,22,פיגורטיבי,1,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O,000000000000000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000
3783,train,he,inhouse,העיתונאית לקחה צעד אחורה מהסיפור כי חסרו לה עובדות,לקח צעד אחורה,לקחה צעד אחורה,10,24,1,4,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O,00000000001111111111111100000000000000000000000000
3784,train,he,inhouse,"גם בריחה נראית לפעמים כמו חוכמה, לכן אל תיקח צעד אחורה רק מפחד, אלא אם אתה באמת יודע מה אתה מחפש לראות אחרת .",לקח צעד אחורה,תיקח צעד אחורה,40,54,8,11,23,פיגורטיבי,1,O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O,0000000000000000000000000000000000000000111111111111110000000000000000000000000000000000000000000000000000000
3785,train,he,inhouse,המנהלת לקחה צעד אחורה כדי לתת מקום לעובדים להביע דעה,לקח צעד אחורה,לקחה צעד אחורה,7,21,1,4,10,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O O,0000000111111111111110000000000000000000000000000000
3786,train,he,inhouse,"אם הספורטאי הזה היה לוקח צעד אחורה מוקדם יותר, אולי היה נמנע מהפציעה הקשה שסיימה לו את הקריירה, אבל גאווה עיוורה לפעמים את הכאב.",לקח צעד אחורה,לוקח צעד אחורה,20,34,4,7,24,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,00000000000000000000111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3787,train,he,inhouse,היא לקחה צעד אחורה מהבמה כי חששה מביקורת,לקח צעד אחורה,לקחה צעד אחורה,4,18,1,4,8,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O,0000111111111111110000000000000000000000
3788,test,he,inhouse,הוא לקח צעד אחורה מהשיחה כדי להקשיב לאחרים,לקח צעד אחורה,לקח צעד אחורה,4,17,1,4,8,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O,000011111111111110000000000000000000000000
3789,train,he,inhouse,החברים לקחו צעד אחורה מהפרויקט והבינו שהם צריכים שותף חדש,לקח צעד אחורה,לקחו צעד אחורה,7,21,1,4,10,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O O,000000011111111111111000000000000000000000000000000000000
3790,train,he,inhouse,"המורה לקחה צעד אחורה, ואז שינתה את דרך ההוראה",לקח צעד אחורה,לקחה צעד אחורה,6,20,1,4,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O,000000111111111111110000000000000000000000000
3791,train,he,inhouse,"היא לקחה צעד אחורה מהמרוץ לתפקיד הניהולי ואמרה שאין לה מה להוכיח – רק מה להרגיש, והאומץ הזה הרשים אפילו את המבקרים שלה.",לקח צעד אחורה,לקחה צעד אחורה,4,18,1,4,23,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,00001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3792,train,he,inhouse,למה את לא לוקחת צעד אחורה ומסתכלת אחרת?,לקח צעד אחורה,לוקחת צעד אחורה,10,25,3,6,8,פיגורטיבי,1,O O O B-IDIOM I-IDIOM I-IDIOM O O,000000000011111111111111100000000000000
3793,train,he,inhouse,לא רציתי לפגוע בו ולכן לקחתי צעד אחורה מהקשר הרעיל שהיה בינינו.,לקח צעד אחורה,לקחתי צעד אחורה,23,38,5,8,12,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O,000000000000000000000001111111111111110000000000000000000000000
3794,train,he,inhouse,"זו אולי ההחלטה הכי חכמה של השנה, לקחת צעד אחורה אני מתכוון, במיוחד אם אתה מבין שמרחק זמני יכול להחזיר את הלהט שאיבדת.",לקח צעד אחורה,לקחת צעד אחורה,33,47,7,10,23,פיגורטיבי,1,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,000000000000000000000000000000000111111111111110000000000000000000000000000000000000000000000000000000000000000000000
3795,train,he,inhouse,"כדי למנוע טעות יקרה, החוקר לקח צעד אחורה מהניסוי.",לקח צעד אחורה,לקח צעד אחורה,27,40,5,8,9,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM I-IDIOM O,0000000000000000000000000001111111111111000000000
3796,train,he,inhouse,"הם לקחו צעד אחורה, שינו כיוון, והצליחו יותר",לקח צעד אחורה,לקחו צעד אחורה,3,17,1,4,8,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O,0001111111111111100000000000000000000000000
3797,train,he,inhouse,המנהל לקח צעד אחורה כי הבין שהלחץ פוגע בעובדים,לקח צעד אחורה,לקח צעד אחורה,6,19,1,4,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O,0000001111111111111000000000000000000000000000
3798,test,he,inhouse,החיילת לקחה צעד אחורה מהמשימה הקשה כדי לאסוף כוחות,לקח צעד אחורה,לקחה צעד אחורה,7,21,1,4,9,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O,00000001111111111111100000000000000000000000000000
3799,train,he,inhouse,"״לפעמים הדרך לשלום עוברת דרך שתיקה רגעית ולא דרך עוד מילים"" אמרה להן סבתם לאחר שהם לקחו צעד אחורה מהוויכוח הסוער, והביטו אחת בשנייה בעצב.",לקח צעד אחורה,לקחו צעד אחורה,83,97,16,19,25,פיגורטיבי,1,O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111110000000000000000000000000000000000000000
3800,train,he,inhouse,"האישה לקחה צעד אחורה מהמראה בחדר ההלבשה הגדול, לא כי פחדה מהשתקפותה אלא כדי לוודא שהיא באמת רואה את עצמה כמו שהיא — בלי מסננים ובלי פחד.",לקח צעד אחורה,לקחה צעד אחורה,6,20,1,4,27,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O,0000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3801,train,he,inhouse,"כשהילד שמע רעש חזק מהרחוב, לקח צעד אחורה בזהירות ומבט ממוקד במיקום ממנו הגיע הרעש.",לקח צעד אחורה,לקח צעד אחורה,27,40,5,8,15,מילולי,0,O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,0000000000000000000000000001111111111111000000000000000000000000000000000000000000
3802,train,he,inhouse,"כדי לא לדרוך על הכלב, היא לקחה צעד אחורה.",לקח צעד אחורה,לקחה צעד אחורה,26,40,6,9,9,מילולי,0,O O O O O O B-IDIOM I-IDIOM I-IDIOM,00000000000000000000000000111111111111110
3803,train,he,inhouse,"כשהכדור התגלגל במהירות לעברם במקום לברוח בבהלה, הם לקחו צעד אחורה החליטו לעצור, להתארגן, ולהחזיר בעיטה שהחזירה להם ביטחון.",לקח צעד אחורה,לקחו צעד אחורה,51,65,8,11,19,מילולי,0,O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O,00000000000000000000000000000000000000000000000000011111111111111000000000000000000000000000000000000000000000000000000000
3804,train,he,inhouse,החייל לקח צעד אחורה כדי לפנות מקום לחברו,לקח צעד אחורה,לקח צעד אחורה,6,19,1,4,8,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O,0000001111111111111000000000000000000000
3805,train,he,inhouse,"אם היא לא הייתה לוקחת צעד אחורה מהקצה של הבמה אתמול, ייתכן שההופעה הייתה נגמרת באמבולנס במקום במחיאות כפיים סוערות.",לקח צעד אחורה,לוקחת צעד אחורה,16,31,4,7,20,מילולי,0,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,0000000000000000111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3806,train,he,inhouse,"העובד לא רצה להיפגע מהמכונה שהייתה לא יציבה, לכן לקח צעד אחורה בזהירות.",לקח צעד אחורה,לקח צעד אחורה,49,62,9,12,13,מילולי,0,O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,00000000000000000000000000000000000000000000000001111111111111000000000
3807,test,he,inhouse,עמדתי קרוב מדי לחלון ופחדתי להיפגע אז לקחתי צעד אחורה ממנו.,לקח צעד אחורה,לקחתי צעד אחורה,38,53,7,10,11,מילולי,0,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,00000000000000000000000000000000000000111111111111111000000
3808,train,he,inhouse,"השוטר לקח צעד אחורה כשהחשוד התקרב באגרסיביות, שלף את הפנס, ואמר בקול רגוע אך תקיף שאין צורך באלימות — רק בשיקול דעת.",לקח צעד אחורה,לקח צעד אחורה,6,19,1,4,22,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,00000011111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3809,train,he,inhouse,הם לקחו צעד אחורה ברגע שהרכב התקרב,לקח צעד אחורה,לקחו צעד אחורה,3,17,1,4,7,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O,0001111111111111100000000000000000
3810,validation,he,inhouse,"בדיוק רגע לפני שהקפה נשפך, מוטי בגאונות לקח צעד אחורה ובמקום לכעוס, צחק על עצמו ואמר שלפעמים גם תאונה קטנה מזכירה כמה חשוב להאט.",לקח צעד אחורה,לקח צעד אחורה,40,53,7,10,24,מילולי,0,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,00000000000000000000000000000000000000001111111111111000000000000000000000000000000000000000000000000000000000000000000000000000
3811,train,he,inhouse,התלמיד לקח צעד אחורה מהלוח כדי לראות טוב יותר,לקח צעד אחורה,לקח צעד אחורה,7,20,1,4,9,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O,000000011111111111110000000000000000000000000
3812,train,he,inhouse,המדריך לקח צעד אחורה בזמן שהדגים תרגיל,לקח צעד אחורה,לקח צעד אחורה,7,20,1,4,7,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O,00000001111111111111000000000000000000
3813,train,he,inhouse,הילדה לקחה צעד אחורה כשהחתול קפץ עליה,לקח צעד אחורה,לקחה צעד אחורה,6,20,1,4,7,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O,0000001111111111111100000000000000000
3814,test,he,inhouse,"המבקר לקח צעד אחורה מהציור הענק בגלריה, הביט בו בדממה, ותהה בקול אם האמנות נועדה לרגש או לבלבל אותנו בכוונה.",לקח צעד אחורה,לקח צעד אחורה,6,19,1,4,20,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,000000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3815,train,he,inhouse,אתמול הם לקחו צעד אחורה כששמעו פיצוץ חזק,לקח צעד אחורה,לקחו צעד אחורה,9,23,2,5,8,מילולי,0,O O B-IDIOM I-IDIOM I-IDIOM O O O,0000000001111111111111100000000000000000
3816,train,he,inhouse,"אם השחקן לא היה לוקח צעד אחורה לפני הבעיטה, ייתכן שהיה מפספס את הכדור לגמרי — לפעמים די בתנועה אחת קטנה כדי להפוך הפסד לניצחון.",לקח צעד אחורה,לוקח צעד אחורה,16,30,4,7,25,מילולי,0,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,0000000000000000111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3817,train,he,inhouse,כדי לא להיתקל בכיסא היא לקחה צעד אחורה.,לקח צעד אחורה,לקחה צעד אחורה,24,38,5,8,8,מילולי,0,O O O O O B-IDIOM I-IDIOM I-IDIOM,000000000000000000000000111111111111110
3818,validation,he,inhouse,החברים לקחו צעד אחורה מהמדורה כדי לא להיכוות,לקח צעד אחורה,לקחו צעד אחורה,7,21,1,4,8,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O,00000001111111111111100000000000000000000000
3819,train,he,inhouse,"רגע לפני שהמנוף החל לנוע, המנהל צעק להם “אל תתקרבו!”, העובדים הקשיבו לו ואז לקחו צעד אחורה כי הבינו שגם בלחץ זמנים בעבודה, ביטחון בא לפני יעילות וזריזות.",לקח צעד אחורה,לקחו צעד אחורה,76,90,14,17,28,מילולי,0,O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111000000000000000000000000000000000000000000000000000000000000000
3820,validation,he,inhouse,הם לקחו צעד אחורה כדי לפנות מקום לעגלת התינוק,לקח צעד אחורה,לקחו צעד אחורה,3,17,1,4,9,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O,000111111111111110000000000000000000000000000
3821,train,he,inhouse,הילד לקח צעד אחורה כשנשמע קול ברק מבהיל,לקח צעד אחורה,לקח צעד אחורה,5,18,1,4,8,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O,000001111111111111000000000000000000000
3822,validation,he,inhouse,"כדי לתת לאישה עם העגלה לעבור ולעקוף בתור, אבא שלי לקח צעד אחורה ואז חייך ואמר לעצמו שהנימוס הקטן הזה שווה יותר מלהספיק להגיע בזמן לישיבה.",לקח צעד אחורה,לקח צעד אחורה,50,63,10,13,26,מילולי,0,O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,00000000000000000000000000000000000000000000000000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000
3823,train,he,inhouse,החייל לקח צעד אחורה כשעמד בתור לאוכל,לקח צעד אחורה,לקח צעד אחורה,6,19,1,4,7,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O,000000111111111111100000000000000000
3824,train,he,inhouse,"המורה לקח צעד אחורה מהלוח, הסתכל על תלמידיו ושאל אם מישהו באמת הבין את החומר, או שהם שוב מהנהנים רק כדי לצאת להפסקה.",לקח צעד אחורה,לקח צעד אחורה,6,19,1,4,23,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,00000011111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3825,train,he,inhouse,"כשהמשחק נגמר, האוהדים לקחו צעד אחורה מהמגרש כי השוטרים התקרבו אליהם באיומים.",לקח צעד אחורה,לקחו צעד אחורה,22,36,3,6,12,מילולי,0,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,0000000000000000000000111111111111110000000000000000000000000000000000000000
3826,train,he,inhouse,"כדי לא ליפול מהשולחן הגבוה, היא לקחה צעד אחורה וביקשה עזרה בעדינות, כי גם אנשים חזקים יודעים שמותר לפעמים לבקש יד תומכת.",לקח צעד אחורה,לקחה צעד אחורה,32,46,6,9,22,מילולי,0,O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,000000000000000000000000000000001111111111111100000000000000000000000000000000000000000000000000000000000000000000000000
3827,train,he,inhouse,הילדה לקחה צעד אחורה מהעוגה כדי שלא תיפול,לקח צעד אחורה,לקחה צעד אחורה,6,20,1,4,8,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O,00000011111111111111000000000000000000000
3828,test,he,inhouse,הוא לקח צעד אחורה כדי לא לדרוך על השטיח הרטוב,לקח צעד אחורה,לקח צעד אחורה,4,17,1,4,10,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O,000011111111111110000000000000000000000000000
3829,train,he,inhouse,"הם לקחו צעד אחורה כששמעו את האזעקה הפתאומית באמצע הקניון, ולרגע אחד הכול עצר — אנשים, מבטים, נשימות — עד שהבינו שזו רק בדיקה.",לקח צעד אחורה,לקחו צעד אחורה,3,17,1,4,24,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,00011111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3830,train,he,inhouse,"הקופים שמו לב לקיר שעומד ליפול, אז הם בבהלה לקחו צעד אחורה וקפצו חזרה על העץ כדי להתחמק ממנו.",לקח צעד אחורה,לקחו צעד אחורה,44,58,9,12,19,מילולי,0,O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,000000000000000000000000000000000000000000001111111111111100000000000000000000000000000000000
3831,train,he,inhouse,היא לקחה צעד אחורה מהמדרגות כדי לא למעוד,לקח צעד אחורה,לקחה צעד אחורה,4,18,1,4,8,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O,0000111111111111110000000000000000000000
3832,train,he,inhouse,הנער לקח צעד אחורה כדי לראות טוב יותר את הנוף,לקח צעד אחורה,לקח צעד אחורה,5,18,1,4,10,מילולי,0,O B-IDIOM I-IDIOM I-IDIOM O O O O O O,000001111111111111000000000000000000000000000
