model,split,id,error_category,base_pie,pie_span,sentence,analysis,category
neodictabert,seen_test,16_lit_6,PERFECT,חטף חום,יחטפו חום,"אם העובדים ימשיכו לעבוד ללא מיזוג, כמה זמן יעבור עד שכולם יחטפו חום? שאל העיתונאי בכתבה שחשפה את תנאי העבודה הקשים במפעל הישן בדרום.",morphology,חטף חום
neodictabert,seen_test,17_lit_30,PERFECT,חטף מכה,לחטוף מכה,הכלב קפץ עליה מרוב התלהבות וגרם לה לחטוף מכה בצלעות.,morphology,חטף מכה
neodictabert,seen_test,17_lit_35,PERFECT,חטף מכה,חטפו מכה,"כשנפלו מהאופניים, הם חטפו מכה קלה בברכיים ושפשוף בידיים.",morphology,חטף מכה
neodictabert,seen_test,18_lit_11,PERFECT,חיבר נקודות,שחיבר נקודות,הוא יצר דמות של דרקון לאחר שחיבר נקודות בשקט בשקט.,morphology,חיבר נקודות
neodictabert,seen_test,18_lit_20,PERFECT,חיבר נקודות,חיברה נקודות,"היא חיברה נקודות שהקבצוצה השיגה במספר תחרויות שונות בתחרות הארצית, ושאלו את עצמם האם יש להם סיכוי לנצח את זה הפעם?",morphology,חיבר נקודות
neodictabert,seen_test,21_lit_29,PERFECT,יצא מהקופסה,שיצאה מהקופסה,המנורה האירה את החדר לאחר שיצאה מהקופסה ואוטומטית האירה את כל החדר.,morphology,יצא מהקופסה
neodictabert,seen_test,21_fig_6,PERFECT,יצא מהקופסה,תצא מהקופסה,"אם אתה באמת רוצה להשפיע, אל תשאר צופה מהצד – תצא מהקופסה, תאתגר את עצמך, ותזכור שהעולם שייך לאלה שמפסיקים לפחד מטעות.",morphology,יצא מהקופסה
neodictabert,seen_test,22_lit_15,PERFECT,ירד לו האסימון,שירד לה האסימון,"היא ניסתה שוב ושוב, עד שירד לה האסימון בטלפון הציבורי הישן, ואז חייכה חיוך נוסטלגי – “מדהים איך פעם כל שיחה התחילה בצליל מתכתי קטן כזה”.",morphology,ירד לו האסימון
neodictabert,seen_test,22_fig_12,PERFECT,ירד לו האסימון,וירד לו האסימון,"הוא הביט במסך הניתוח שפרס הרופא לפניו, וירד לו האסימון כמה מזל היה לו שהגיע לבדיקה בזמן – לפעמים חיים שלמים תלויים ברגע אחד של הקשבה לעצמך.",morphology,ירד לו האסימון
neodictabert,seen_test,22_lit_12,MULTI_SPAN,ירד לו האסימון,שירד לו האסימון,הוא התכופף והרים את האסימון אחרי שירד לו האסימון לרצפה,morphology,ירד לו האסימון
neodictabert,seen_test,23_lit_5,PERFECT,ירד מהעץ,ירדה מהעץ,"אתמול היא ירדה מהעץ והחזיקה שלושה תפוחים בידה, ואמרה לאמא שלה שהטעם שלהם מזכיר לה ילדות – אולי הפירות הכי טעימים גדלים בצמרות.",morphology,ירד מהעץ
neodictabert,seen_test,23_lit_28,PERFECT,ירד מהעץ,ירדו מהעץ,הם ירדו מהעץ ברגע שנשמעה אזעקה,morphology,ירד מהעץ
neodictabert,seen_test,24_lit_17,PERFECT,ירד מהפסים,ירדה מהפסים,המסילה נשברה והרכבת ירדה מהפסים מייד.,morphology,ירד מהפסים
neodictabert,seen_test,24_lit_23,PERFECT,ירד מהפסים,ירדה מהפסים,"העגלה במחסן ירדה מהפסים שלה באמצע ההובלה, וכל הסחורה היקרה נשפכה על הרצפה – זה מה שקורה כשמזלזלים בתחזוקה ומחכים לרגע האחרון לתקן.",morphology,ירד מהפסים
neodictabert,seen_test,25_lit_20,PERFECT,ירה לכל הכיוונים,ירתה לכל הכיוונים,היא ירתה לכל הכיוונים במשחק פיינטבול.,morphology,ירה לכל הכיוונים
neodictabert,seen_test,25_lit_27,PERFECT,ירה לכל הכיוונים,ירו לכל הכיוונים,הם ירו לכל הכיוונים בזיקוקים באירוע וזה יצא מכלל שליטה.,morphology,ירה לכל הכיוונים
neodictabert,seen_test,26_lit_1,PERFECT,ירק דם,ירקה דם,"אחרי טיפול שיניים כואב במיוחד, היא ירקה דם ונבהלה מאוד מהכמויות שיוצאות.",morphology,ירק דם
neodictabert,seen_test,26_lit_7,PERFECT,ירק דם,יורק דם,"אם הכלב ההוא לא היה יורק דם אחרי המריבה, הבעלים אפילו לא היו יודעים שהוא נפצע מבפנים; כמה פעמים אנחנו מתעלמים ממי שסובל עד שהוא קורס?",morphology,ירק דם
neodictabert,seen_test,27_lit_3,PERFECT,לב זהב,מלב זהב,"אם הפסל לא היה עשוי ממתכת טהורה, אלא מלב זהב אמיתי, ייתכן שהמוזיאון היה צריך לשכור שמירה צמודה; כך או כך, הוא כבר הפך לסמל של עוצמה ואנושיות גם יחד.",morphology,לב זהב
neodictabert,seen_test,27_fig_17,PERFECT,לב זהב,שלב זהב,הוא תמיד אומר שלב זהב מנצח כל קושי פוליטי,morphology,לב זהב
neodictabert,seen_test,28_lit_39,PERFECT,לקח צעד אחורה,לקחתי צעד אחורה,עמדתי קרוב מדי לחלון ופחדתי להיפגע אז לקחתי צעד אחורה ממנו.,morphology,לקח צעד אחורה
neodictabert,seen_test,28_fig_12,PERFECT,לקח צעד אחורה,לקחה צעד אחורה,החיילת לקחה צעד אחורה מהמשימה הקשה כדי לאסוף כוחות,morphology,לקח צעד אחורה
neodictabert,seen_test,29_lit_4,PERFECT,משך בחוטים,מושך בחוטים,"אם הוא לא היה מושך בחוטים של המכונית הקטנה בצורה מדוייקת, היא לא הייתה נוסעת ישר אלא נתקעת, אבל מי בכלל צריך שלמות כשיש צחוק אמיתי באמצע המשחק?",morphology,משך בחוטים
neodictabert,seen_test,29_lit_29,PERFECT,משך בחוטים,ומשך בחוטים,הכלב קפץ על הספה ומשך בחוטים שבלטו מהכרית עד שהתפרקה.,morphology,משך בחוטים
neodictabert,seen_test,29_fig_29,MISS,משך בחוטים,למשוך בחוט,יש לו קשרים בכל מקום הוא פשוט יודע בדיוק איפה למשוך בחוט.,morphology,משך בחוטים
neodictabert,seen_test,30_lit_17,PERFECT,נכנס מתחת לאלונקה,נכנסה מתחת לאלונקה,היא נכנסה מתחת לאלונקה בשקט מוחלט למרות המשקל העצום שהיה על כתפיה.,morphology,נכנס מתחת לאלונקה
neodictabert,seen_test,30_lit_24,PERFECT,נכנס מתחת לאלונקה,נכנסה מתחת לאלונקה,"היא שמעה את הפקודה בקול רם וברור, וכשהפקודה נשמעה היא נכנסה מתחת לאלונקה בלי לחשוב פעמיים – הרי בחיים, כמו באימון, מי שמחכה לאות מושלם עלול לאחר את הרגע.",morphology,נכנס מתחת לאלונקה
neodictabert,seen_test,31_fig_7,PERFECT,נפל בין הכיסאות,נפלו בין הכיסאות,"דו""ח פנימי חשף שמאות תלונות של אזרחים נפלו בין הכיסאות במחלקת הפניות הממשלתית, כי המערכת האוטומטית לא סיווגה אותן נכון – ואף אחד לא הבחין בזה חודשים שלמים.",morphology,נפל בין הכיסאות
neodictabert,seen_test,31_fig_21,PERFECT,נפל בין הכיסאות,נפלה בין הכיסאות,"המאמן טען שהקבוצה שלו נפלה בין הכיסאות כשהאיגוד לא סיפק להם מגרש אימונים, למרות שהובטח תקציב ייעודי – ועכשיו השחקנים מתאמנים בחניון ישן מאחורי האצטדיון.",morphology,נפל בין הכיסאות
neodictabert,seen_test,32_lit_19,PERFECT,נפל מהכיסא,ונפלה מהכיסא,החתול קפץ על הילדה היא נבהלה ונפלה מהכיסא,morphology,נפל מהכיסא
neodictabert,seen_test,32_lit_22,PERFECT,נפל מהכיסא,ונפלה מהכיסא,היא נבהלה מצלצול הטלפון ונפלה מהכיסא בסלון,morphology,נפל מהכיסא
neodictabert,seen_test,34_lit_18,PERFECT,נשבר מבפנים,נשברה מבפנים,"המכונה נשברה מבפנים באמצע משמרת במפעל, והייצור נעצר לחלוטין – אף אחד לא חשב לבדוק אותה בזמן כי “היא תמיד עובדת מצוין”.",morphology,נשבר מבפנים
neodictabert,seen_test,34_lit_22,PERFECT,נשבר מבפנים,נשברה מבפנים,הנורה נשברה מבפנים למרות שלא נשמע קול פיצוץ.,morphology,נשבר מבפנים
neodictabert,seen_test,35_lit_8,PERFECT,נשך שפתיים,נשכה שפתיים,"בזמן שחיקתה לרופא השיניים, היא נשכה שפתיים מרוב פחד.",morphology,נשך שפתיים
neodictabert,seen_test,35_lit_22,PERFECT,נשך שפתיים,שנשכה שפתיים,היא גרמה לה שריטה בתוך הפה לאחר שנשכה שפתיים בחוזקה כחלק מהרגל ישן מטופש.,morphology,נשך שפתיים
neodictabert,seen_test,36_lit_16,PERFECT,נתן גז,נתנה גז,היא נתנה גז והכינה סיבוב חד עם הקורקינט,morphology,נתן גז
neodictabert,seen_test,36_lit_39,PERFECT,נתן גז,נתנו גז,"לפני שהיא טסה ורקדה על המים, הם נתנו גז על הסירה עם המנוע החדשני שהם רק קנו.",morphology,נתן גז
neodictabert,seen_test,37_lit_8,PERFECT,נתן יד,נתנה יד,"בדרך לגן המשחקים, האמא נתנה יד לילדה הקטנה.",morphology,נתן יד
neodictabert,seen_test,37_lit_34,PERFECT,נתן יד,נתנו יד,"כדי לעזור לו לקום, הם נתנו יד לחבר שנפל במשחק הכדורגל.",morphology,נתן יד
neodictabert,seen_test,38_lit_9,PERFECT,סגר חשבון,סוגר את החשבון,"אם האב לא היה סוגר את החשבון של בנו הקטן בזמן, הריבית שהצטברה הייתה אוכלת את החיסכון, וכך למדו השניים שיעור חשוב באחריות כלכלית משפחתית.",morphology,סגר חשבון
neodictabert,seen_test,38_lit_10,PERFECT,סגר חשבון,לסגור את החשבון,"אם האבא לא היה יוזם פגישה עם הנהלת הבנק כדי לסגור את החשבון ולפתוח חיסכון ייעודי לילד, הם לא היו מצליחים לממן לו את טיול החלומות לאירופה בקיץ לבר מצווה.",morphology,סגר חשבון
neodictabert,seen_test,39_lit_2,PERFECT,עשה סלט,עושים סלט,"אם הם לא היו עושים סלט ירקות מאודים עם ברוקולי וגזר, אולי היו נכנעים לפיצה שוב; אבל באותו ערב, כשהגישו את הסלט, אפילו הילד הקטן ביקש תוספת – נס תזונתי אמיתי.",morphology,עשה סלט
neodictabert,seen_test,39_lit_19,PERFECT,עשה סלט,שעשתה סלט,"היא כתבה פוסט שלם באינסטגרם: ״זה לא רק אוכל, זה מצב רוח ואופי״ לאחר שעשתה סלט פסטה קר עם ירקות צבעוניים וקיבלה מאות לייקים תוך שעה.",morphology,עשה סלט
neodictabert,seen_test,40_lit_5,PERFECT,עשה סצנה,עשתה סצנה,"בסדרה טלוויזיונית אהובה, שחקנית הקולנוע המיתולוגית עשתה סצנה מרגשת במיוחד.",morphology,עשה סצנה
neodictabert,seen_test,40_lit_16,PERFECT,עשה סצנה,עשתה סצנה,"היא עשתה סצנה מלאת רגש מול הקהל באולם סגור, והשתיקה שאחרי הסצנה הייתה מרגשת יותר מההצגה עצמה – לפעמים הרגעים הכי עוצמתיים הם אלה שלא כתובים בתסריט.",morphology,עשה סצנה
neodictabert,seen_test,41_lit_12,PERFECT,פתח דלתות,פתח את דלת,הילד הקטן פתח את דלת המכונית לבד בפעם הראשונה.,morphology,פתח דלתות
neodictabert,seen_test,41_lit_15,PERFECT,פתח דלתות,פתחה את דלת,הילדה שחזרה מוקדם מהגן פתחה את דלת המטבח כדי לבדוק אם יש עוגה.,morphology,פתח דלתות
neodictabert,seen_test,42_lit_5,PERFECT,פתח דף חדש,פתחה דף חדש,"במקום להמשיך בעצלנות הרגילה, היא פתחה דף חדש במחברת התרגול והחליטה לעשות כל יום שני תרגילים יותר מהתכנון – “אם לא עכשיו, אז מתי?” לחשה לעצמה בחיוך קטן.",morphology,פתח דף חדש
neodictabert,seen_test,42_lit_6,PERFECT,פתח דף חדש,פתחה דף חדש,"בסוף השבוע האחרון, כשישבה במטבח עם קפה ועוגיות, היא פתחה דף חדש בספר המתכונים הישן של סבתה וכתבה מתכון חדש משלה, כמו המשך טבעי לדור של טעם וזיכרון.",morphology,פתח דף חדש
neodictabert,seen_test,43_lit_7,PERFECT,פתח עיניים,פתחה עיניים,"האם הילדה בכלל רצתה לקום לבית הספר? היא פתחה עיניים רק אחרי שאביה העיר אותה בפעם השלישית, והבינה שאין דרך להתחמק מהבוקר הזה – גם אם הראש עוד בחלום.",morphology,פתח עיניים
neodictabert,seen_test,43_fig_5,PERFECT,פתח עיניים,יפתח עיניים,"אם הציבור לא יפתח עיניים בקרוב ויבין שההבטחות הפוליטיות נעלמות ברוח אחרי הבחירות, מי יישאר להחזיר את האמון במערכת? לפעמים המציאות כואבת, אבל רק דרכה אפשר באמת להתפכח.",morphology,פתח עיניים
neodictabert,seen_test,44_lit_2,PERFECT,קבר את עצמו,קובר את עצמו,"אם הוא היה יודע כמה מסוכן זה, אולי לא היה קובר את עצמו עד הראש בחול כשההורים לא מסתכלים – המשחק התמים בחוף הפך לשיעור חשוב על גבולות ומודעות.",morphology,קבר את עצמו
neodictabert,seen_test,44_lit_23,PERFECT,קבר את עצמו,קובר את עצמו,הוא שכב ודמיין שהוא קובר את עצמו מרוב דיכאון ותחושת כשלון.,morphology,קבר את עצמו
neodictabert,seen_test,45_fig_7,PERFECT,קיבל סטירה,הקבלת סטירה,"אם הסטודנט לא היה תולה את כל עתידו רק בקבלה לרפואה, אולי הקבלת סטירה הזאת מהוועדה לא הייתה כל כך כואבת, אבל הוא האמין שזה החלום היחיד שיש לו.",morphology,קיבל סטירה
neodictabert,seen_test,45_fig_8,PERFECT,קיבל סטירה,לקבל סטירה,"אם התלמיד לא ילמד לקחת אחריות, הוא ימשיך לקבל סטירה אחרי סטירה מהמורה, לא על הציונים, אלא על חוסר המאמץ שמורגש בכל שורה שהוא כותב.",morphology,קיבל סטירה
neodictabert,seen_test,46_lit_13,PERFECT,קיפל את הזנב,מקפלת את הזנב,האם גם הכלבה שלך מקפלת את הזנב בכל פעם שהיא מבינה שעשתה משהו שאסור? כי שלי כבר למדה לזהות את המבט שלי עוד לפני שאני אומר מילה אחת.,morphology,קיפל את הזנב
neodictabert,seen_test,46_lit_33,PERFECT,קיפל את הזנב,קיפלו את הזנב,"חתולי הרחוב קיפלו את הזנב וברחו אל הפחים כשעבר לידם אוטובוס רועש, והעוברים והשבים לא שמו לב בכלל כמה פחד קטן יכול לגרום לבריחה כזו מהירה.",morphology,קיפל את הזנב
neodictabert,seen_test,47_lit_22,PERFECT,קפא במקום,קפאה במקום,היא קפאה במקום בתוך המקפיא בחנות המזון,morphology,קפא במקום
neodictabert,seen_test,47_fig_17,PERFECT,קפא במקום,קפאה במקום,"היא קפאה במקום כשהשמיעו את שמה בהגרלה הגדולה של תוכנית הריאליטי, וההפתעה הפכה לשיא הצפייה של הערב, כשלא הצליחה להוציא מילה מהפה.",morphology,קפא במקום
neodictabert,seen_test,48_lit_9,PERFECT,קפץ למים,קפצה למים,"הבת שלי קפצה למים עם המצוף הצבעוני החדש שקנינו לה, צעקה בקול “תראו אותי!” ונראתה כאילו העולם כולו שייך לה – רגע של ילדות שאפילו הזמן קפא להסתכל עליו.",morphology,קפץ למים
neodictabert,seen_test,48_lit_29,PERFECT,קפץ למים,קפצה למים,"הילדה חיכתה שסבתה תספור בקול רך “אחת, שתיים, שלוש” ואז קפצה למים בהתלהבות כל כך גדולה, שהרוח עצמה נראתה כאילו מחאה לה כפיים.",morphology,קפץ למים
neodictabert,seen_test,50_lit_10,PERFECT,שבר את הכלים,שוברים את הכלים,"אם הם לא היו שוברים את הכלים בסלון בזמן ששיחקו תופסת, אולי היו מבינים שספורט בתוך הבית נגמר כמעט תמיד בקריאה לחברת הביטוח.",morphology,שבר את הכלים
neodictabert,seen_test,50_lit_11,PERFECT,שבר את הכלים,ושבר את הכלים,בזמן ההובלה נפל אחד הארגזים ושבר את הכלים שהכינו לחתונה.,morphology,שבר את הכלים
neodictabert,seen_test,51_lit_21,PERFECT,שבר את הלב,שברה את הלב,היא שברה את הלב המיוחד שקנתה לבעלה כשהתנגשה בקיר.,morphology,שבר את הלב
neodictabert,seen_test,51_fig_3,PERFECT,שבר את הלב,נשבר לי הלב,"אם התגובה האדישה שלה למכתב הארוך שלי הייתה נובעת מבושה ולא מאדישות אמיתית, אולי לא היה נשבר לי הלב וגורם לי לעצב כה משמעותי עד כדי דיכאון.",morphology,שבר את הלב
neodictabert,seen_test,52_lit_5,PERFECT,שבר את הקרח,שובר את הקרח,"אם צוות החילוץ לא היה שובר את הקרח במהירות, הלכודים היו קופאים מתחת לפני השטח, והמבצע כולו היה מסתיים באסון אנושי קשה במיוחד.",morphology,שבר את הקרח
neodictabert,seen_test,52_lit_8,PERFECT,שבר את הקרח,לשבור את הקרח,"במהלך תחרות הספורט החורפית, שחקן אחד החליט לשבור את הקרח במגלשה כדי להאיץ את המהירות שלו – המהלך אמיץ, אבל גם מסוכן במיוחד.",morphology,שבר את הקרח
neodictabert,seen_test,53_lit_11,PERFECT,שבר את הראש,ושבר את הראש,הוא החליק על הקרח ברחוב ושבר את הראש באבן.,morphology,שבר את הראש
neodictabert,seen_test,53_lit_32,PERFECT,שבר את הראש,שברו את הראש,כל הבנים שנסעו ברכב ההסעות שברו את הראש בתאונה הקשה על כביש החוף,morphology,שבר את הראש
neodictabert,seen_test,54_lit_6,PERFECT,שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,"אתמול הם שברו את תקרת הזכוכית כששיחקו כדורגל בתוך המבנה הסגור, למרות שלכולם נאמר במפורש לא להביא כדורים פנימה – למה אנחנו תמיד לומדים בדרך הקשה?",morphology,שבר את תקרת הזכוכית
neodictabert,seen_test,54_lit_10,PERFECT,שבר את תקרת הזכוכית,שברו את תקרת הזכוכית,בעזרת מוט מתכת הם שברו את תקרת הזכוכית.,morphology,שבר את תקרת הזכוכית
neodictabert,seen_test,56_fig_30,PERFECT,שחרר קיטור,שחררו קיטור,הנערים שסיימו את לימודי התיכון שחררו קיטור במסיבת ריקודים שנמשכה עד הבוקר,morphology,שחרר קיטור
neodictabert,seen_test,56_fig_34,PERFECT,שחרר קיטור,שחררו קיטור,העובדים שחררו קיטור בארוחה משותפת אחרי הלחץ,morphology,שחרר קיטור
neodictabert,seen_test,57_lit_33,PERFECT,שיחק באש,תשחקי באש,"טעות קטנה כמו שמן שנשפך יכולה להדליק אש שתתפשט במהירות לכל הבית, אל תשחקי באש במטבח בזמן שאת מבשלת.",morphology,שיחק באש
neodictabert,seen_test,57_fig_15,PERFECT,שיחק באש,שיחקה באש,"הזלזול שלה באמון החברים חצה גבולות, היא שיחקה באש ואז ביום שבו ביקשה עזרה – גילתה שהאמון שנשרף לא נבנה מחדש כל כך מהר.",morphology,שיחק באש
neodictabert,seen_test,58_lit_8,PERFECT,שם עליו פס,שם פס,הוא שם פס אזהרה ליד המדרגות כדי למנוע נפילה.,morphology,שם עליו פס
neodictabert,seen_test,58_lit_13,PERFECT,שם עליו פס,שם פס,"הטכנאי שם פס כסף מבריק על הכבל הפתוח, כדי להגן עליו מהתחשמלות – אבל האם זה באמת יעמוד בפני תנאי מזג האוויר הסוערים?",morphology,שם עליו פס
neodictabert,seen_test,59_lit_1,PERFECT,שם רגליים,שמה את רגליה,"אחרי שהילדה קפצה בבוץ בגינה, אמא שלה אמרה לה והיא שמה את רגליה במקלחת אבל כשניסתה לנקות אותן לבד, הבינה שלפעמים גם לכלוך מביא איתו קצת אושר ילדותי.",morphology,שם רגליים
neodictabert,seen_test,59_lit_3,PERFECT,שם רגליים,לשים רגליים,"אל תתני לעצמך לשים רגליים על הברכיים של חברה שלך באמצע השיחה – זו לא רק חוסר נימוס, אלא גם עלולה להתפרש לא נכון כשמדובר באירוע רשמי.",morphology,שם רגליים
neodictabert,seen_test,60_lit_10,PERFECT,שפכה אור,שפך אור,"האור ממגדל הפיקוח בשדה התעופה שפך אור רחב על המסלול, ואם הבקר לא היה מבחין בטייס המאחר – ייתכן שהמטוס היה ממריא בלי אישור בכלל.",morphology,שפכה אור
neodictabert,seen_test,60_lit_19,PERFECT,שפכה אור,שפכו אור,"הלהבות באירוע המחאה שפכו אור כתום על פני המפגינים, אך אף אחד לא ידע האם מדובר בסמל של תקווה – או באזהרה למה שעוד עלול לקרות.",morphology,שפכה אור
neodictabert,unseen_test,19_lit_1,PARTIAL_END,חצה קו אדום,חוצה את הקו האדום,"אם הולך הרגל לא היה חוצה את הקו האדום ברמזור, ייתכן שלא היה כמעט נפגע מהרכב שחלף במהירות – לפעמים שנייה אחת משנה הכול.",boundary,PARTIAL_END
neodictabert,unseen_test,19_lit_4,PARTIAL_END,חצה קו אדום,חוצה את הקו האדום,"אם הרץ לא היה חוצה את הקו האדום שסימן את גבול המסלול, ייתכן שהיה מנצח בתחרות במקום להיפסל רגע לפני הסוף.",boundary,PARTIAL_END
neodictabert,unseen_test,19_lit_5,PARTIAL_END,חצה קו אדום,חוצה קו אדום,"אם טייס חוצה קו אדום אווירי בין מדינות ללא תיאום, גם בשוגג, כל האזור עלול להיכנס למתיחות ביטחונית – אין מקום לטעויות בתחום כזה.",boundary,PARTIAL_END
neodictabert,unseen_test,20_lit_24,WRONG_SPAN,חתך פינה,חתכה פינה,היא נחתכה באצבע כאשר חתכה פינה מהדגם.,boundary,WRONG_SPAN
neodictabert,unseen_test,33_lit_5,WRONG_SPAN,נשאר מאחור,תישאר מאחור,"אתה תמצא את עצמך מבצע מסלול נוסף לבד לגמרי אם תישאר מאחור שוב באימון הקרבי, אמר לו המפקד בתקיפות.",boundary,WRONG_SPAN
neodictabert,unseen_test,33_lit_17,WRONG_SPAN,נשאר מאחור,נשארה מאחור,"היא ניסתה לעזור לילדה קטנה ששפכה את השתייה שלה, נשארה מאחור בתור לקפטריה ולא התחרטה על זה לרגע.",boundary,WRONG_SPAN
neodictabert,unseen_test,55_lit_38,MULTI_SPAN,שבר שתיקה,שבר שתיקה,"שברי הזכוכית גרמו לו להיבהל, והוא שבר שתיקה פתאומית בצעקה חדה, אף על פי שכל הכיתה הייתה שקטה לחלוטין.",boundary,MULTI_SPAN
neodictabert,unseen_test,2_lit_1,MISS,איבד את הראש,מאבד את הראש,"אם החייל הקטן היה עשוי מברזל ולא מפלסטיק זול, הוא לא היה מאבד את הראש בקרב המדומיין, אבל אולי אז היה מאבד משהו אחר – את הדמיון של הילד ששיחק בו.",boundary,MISS
neodictabert,unseen_test,2_lit_34,MISS,איבד את הראש,ונאבד הראש,הפסלון נפל ונאבד הראש שלו אחרי שהוזז ממקומו בתערוכה,boundary,MISS
neodictabert,unseen_test,19_lit_40,MISS,חצה קו אדום,תחצה את הקו האדום,"שני הצדדים סימנו את הגבול באדום, אל תחצה את הקו האדום הזה, אחרת מייד יקפיצו אליך כוננים ואתה עלול למצוא את עצמך כלוא לזמן רב.",boundary,MISS
neodictabert,unseen_test,2_lit_2,PERFECT,איבד את הראש,מאבד את הראש,"אם החייל מפלסטיק לא היה מאבד את הראש בקרב הדמיוני מול מכוניות צעצוע, אולי בני לא היה שואל אותי אם גם חיילים אמיתיים נופלים ככה במלחמה.",morphology,איבד את הראש
neodictabert,unseen_test,2_lit_3,PERFECT,איבד את הראש,מאבד את הראש,"אם הפסל שבגן הציבורי לא היה מאבד את הראש בזמן הסערה החזקה, אולי העירייה לא הייתה נזכרת לבדוק את תחזוקת הפארק שהוזנחה במשך חודשים ארוכים.",morphology,איבד את הראש
neodictabert,unseen_test,2_lit_1,MISS,איבד את הראש,מאבד את הראש,"אם החייל הקטן היה עשוי מברזל ולא מפלסטיק זול, הוא לא היה מאבד את הראש בקרב המדומיין, אבל אולי אז היה מאבד משהו אחר – את הדמיון של הילד ששיחק בו.",morphology,איבד את הראש
neodictabert,unseen_test,2_lit_34,MISS,איבד את הראש,ונאבד הראש,הפסלון נפל ונאבד הראש שלו אחרי שהוזז ממקומו בתערוכה,morphology,איבד את הראש
neodictabert,unseen_test,19_lit_2,PERFECT,חצה קו אדום,לחצות קו אדום,"אם הולך רגל בוחר לחצות קו אדום באמצע הכביש הסואן, מי באמת אשם כשהתאונה קורית – הנהג שלא בלם בזמן, או הולך הרגל שהתעלם מהחוקים?",morphology,חצה קו אדום
neodictabert,unseen_test,19_lit_3,PERFECT,חצה קו אדום,לחצות קווים אדומים,"אם הרץ ימשיך לחצות קווים אדומים במסלול כדי לקצר את הדרך, הוא לעולם לא יבין את המשמעות של ניצחון אמיתי שנבנה ביושר ובהשקעה.",morphology,חצה קו אדום
neodictabert,unseen_test,19_lit_1,PARTIAL_END,חצה קו אדום,חוצה את הקו האדום,"אם הולך הרגל לא היה חוצה את הקו האדום ברמזור, ייתכן שלא היה כמעט נפגע מהרכב שחלף במהירות – לפעמים שנייה אחת משנה הכול.",morphology,חצה קו אדום
neodictabert,unseen_test,19_lit_4,PARTIAL_END,חצה קו אדום,חוצה את הקו האדום,"אם הרץ לא היה חוצה את הקו האדום שסימן את גבול המסלול, ייתכן שהיה מנצח בתחרות במקום להיפסל רגע לפני הסוף.",morphology,חצה קו אדום
neodictabert,unseen_test,20_lit_1,PERFECT,חתך פינה,חתכו פינה,"אחרי שהם חשבו רבות על מה לעשות כדי שהוא יתאים בדיוק לצורת הקיר, הם חתכו פינה בצד הארון ואז זה הסתדר בול.",morphology,חתך פינה
neodictabert,unseen_test,20_lit_3,PERFECT,חתך פינה,לחתוך פינה,"אם אבא שלי היה משקיע עוד שעה בשיוף ועיגול המשטח במקום לחתוך פינה ממנו, אולי היה יוצא לו מוצר טוב יותר ולא כזה מכוער.",morphology,חתך פינה
neodictabert,unseen_test,20_lit_24,WRONG_SPAN,חתך פינה,חתכה פינה,היא נחתכה באצבע כאשר חתכה פינה מהדגם.,morphology,חתך פינה
neodictabert,unseen_test,33_lit_40,PERFECT,נשאר מאחור,נשארה מאחור,מכיוון שלא הצליחה למצוא את הרכב ששכרו בבוקר היא נשארה מאחור בחניון הקניון כשכל החברות כבר נסעו הבייתה.,morphology,נשאר מאחור
neodictabert,unseen_test,33_fig_18,PERFECT,נשאר מאחור,נשארה מאחור,היא נשארה מאחור ביחסים כי לא הסכימה להתפשר.,morphology,נשאר מאחור
neodictabert,unseen_test,33_lit_2,MISS,נשאר מאחור,יישאר מאחור,"אם העובד החדש ימשיך להסס בזמן שהצוות מתקדם בטיול, הוא יישאר מאחור ועלול ללכת לאיבוד בטיול המחלקתי.",morphology,נשאר מאחור
neodictabert,unseen_test,33_lit_4,MISS,נשאר מאחור,שנשאר מאחור,"אם הרצים לא יעזרו אחד לשני בזמן התחרות, מי שנשאר מאחור במקטע האחרון של המסלול עלול לאבד את התקווה ולהפסיד את כל המרוץ.",morphology,נשאר מאחור
neodictabert,unseen_test,49_lit_8,PARTIAL_END,רץ אחרי הזנב של עצמו,לרוץ אחרי הזנב של עצמה,"אם הכלבה תמשיך לרוץ אחרי הזנב של עצמה גם אחרי החיסון, אולי זה בכלל לא משחק אלא סימן שהיא חשה גירוי בעור שצריך לבדוק.",morphology,רץ אחרי הזנב של עצמו
neodictabert,unseen_test,49_lit_9,PARTIAL_END,רץ אחרי הזנב של עצמו,לרוץ אחרי הזנב של עצמך,"אם תמשיך לרוץ אחרי הזנב של עצמך ככה, אמר המאמן לכלב בתחרות האילוף, אתה לעולם לא תצליח להביא את הכדור כמו שצריך.",morphology,רץ אחרי הזנב של עצמו
neodictabert,unseen_test,55_lit_1,PERFECT,שבר שתיקה,שובר שתיקה,"אם היית שובר שתיקה מוקדם יותר, אולי היינו מצליחים להבין מה בדיוק קרה באותו יום גורלי.",morphology,שבר שתיקה
neodictabert,unseen_test,55_lit_2,PERFECT,שבר שתיקה,שוברת שתיקה,"אם הנהגת לא הייתה שוברת שתיקה ומתקשרת לעזרה בזמן, היא כנראה הייתה נשארת תקועה לבדה בכביש הריק כל הלילה.",morphology,שבר שתיקה
